date,day_of_week,route_id,hour,weather,is_holiday,traffic_level,capacity,current_buses,passenger_count
2025-06-08,Sunday,5,9,Rainy,0,High,300,3,267
2025-04-28,Monday,5,21,Sunny,0,Low,300,3,149
2025-06-11,Wednesday,1,20,Cloudy,0,Medium,500,7,279
2025-02-09,Sunday,1,7,Cloudy,0,High,500,7,407
2025-08-23,Saturday,5,13,Rainy,0,Low,300,6,132
2025-05-12,Monday,2,14,Rainy,0,Low,450,8,261
2025-01-26,Sunday,4,17,Sunny,0,High,350,6,319
2025-07-31,Thursday,2,6,Rainy,0,Medium,450,8,495
2025-04-10,Thursday,5,9,Sunny,0,High,300,4,301
2025-10-04,Saturday,1,6,Sunny,1,Medium,500,6,276
2025-03-17,Monday,1,14,Cloudy,0,Low,500,10,286
2025-05-12,Monday,3,20,Rainy,0,Medium,400,6,261
2025-02-13,Thursday,3,22,Cloudy,0,Low,400,5,206
2025-02-06,Thursday,1,22,Sunny,0,Low,500,6,310
2025-01-28,Tuesday,3,10,Rainy,0,Medium,400,6,252
2025-04-11,Friday,4,14,Rainy,0,Low,350,4,215
2025-08-26,Tuesday,1,12,Rainy,0,Low,500,7,320
2025-01-21,Tuesday,5,15,Sunny,0,Low,300,6,145
2025-11-06,Thursday,4,8,Cloudy,0,High,350,5,372
2025-03-26,Wednesday,3,7,Cloudy,0,High,400,7,383
2025-02-11,Tuesday,3,8,Cloudy,0,High,400,6,385
2025-12-11,Thursday,1,9,Cloudy,0,High,500,8,489
2025-10-16,Thursday,1,7,Rainy,0,High,500,9,525
2025-11-13,Thursday,3,16,Rainy,0,Medium,400,5,500
2025-07-29,Tuesday,4,19,Rainy,0,High,350,5,443
2025-08-07,Thursday,3,22,Cloudy,1,Low,400,8,104
2025-09-05,Friday,1,8,Rainy,0,High,500,10,507
2025-04-30,Wednesday,4,11,Sunny,0,Low,350,7,182
2025-07-17,Thursday,3,8,Rainy,0,High,400,5,435
2025-09-24,Wednesday,1,5,Sunny,0,Low,500,8,286
2025-05-14,Wednesday,4,5,Sunny,0,Low,350,6,187
2025-08-21,Thursday,5,18,Cloudy,0,High,300,5,378
2025-07-13,Sunday,5,15,Cloudy,0,Low,300,3,45
2025-09-10,Wednesday,3,10,Rainy,1,Medium,400,5,160
2025-10-06,Monday,3,14,Sunny,0,Low,400,8,234
2025-11-13,Thursday,4,19,Rainy,0,High,350,5,412
2025-01-28,Tuesday,5,22,Cloudy,0,Low,300,4,179
2025-12-07,Sunday,3,15,Cloudy,0,Low,400,8,116
2025-09-07,Sunday,5,8,Rainy,0,High,300,5,289
2025-01-06,Monday,4,16,Sunny,0,Medium,350,5,410
2025-09-15,Monday,4,21,Sunny,0,Low,350,7,206
2025-10-10,Friday,1,5,Cloudy,0,Low,500,9,308
2025-04-08,Tuesday,4,14,Rainy,1,Low,350,6,146
2025-08-21,Thursday,2,22,Cloudy,0,Low,450,7,256
2025-02-24,Monday,5,18,Cloudy,1,High,300,3,279
2025-08-11,Monday,2,13,Sunny,0,Low,450,8,236
2025-07-01,Tuesday,2,21,Cloudy,0,Low,450,9,257
2025-03-10,Monday,1,9,Sunny,0,High,500,6,510
2025-04-27,Sunday,1,14,Sunny,0,Low,500,7,249
2025-05-16,Friday,3,19,Sunny,0,High,400,6,465
2025-12-31,Wednesday,5,20,Sunny,0,Medium,300,5,177
2025-06-11,Wednesday,5,22,Rainy,0,Low,300,4,178
2025-01-23,Thursday,4,15,Rainy,0,Low,350,5,195
2025-09-27,Saturday,4,16,Sunny,0,Medium,350,6,348
2025-02-27,Thursday,5,21,Rainy,1,Low,300,6,192
2025-05-24,Saturday,1,17,Rainy,0,High,500,8,454
2025-10-03,Friday,1,5,Sunny,0,Low,500,9,273
2025-05-02,Friday,4,13,Rainy,0,Low,350,6,198
2025-10-08,Wednesday,1,22,Cloudy,0,Low,500,8,330
2025-10-23,Thursday,4,21,Cloudy,0,Low,350,5,194
2025-11-12,Wednesday,5,9,Cloudy,0,High,300,6,329
2025-02-08,Saturday,1,11,Cloudy,0,Low,500,8,195
2025-02-02,Sunday,1,7,Sunny,1,High,500,6,316
2025-06-02,Monday,5,17,Sunny,0,High,300,5,363
2025-06-27,Friday,2,10,Sunny,0,Medium,450,7,263
2025-05-17,Saturday,4,11,Rainy,0,Low,350,5,146
2025-03-13,Thursday,4,14,Sunny,0,Low,350,4,196
2025-10-09,Thursday,2,19,Rainy,0,High,450,9,525
2025-07-05,Saturday,1,18,Sunny,0,High,500,6,457
2025-06-18,Wednesday,5,11,Cloudy,0,Low,300,6,139
2025-05-22,Thursday,4,5,Rainy,0,Low,350,4,247
2025-06-16,Monday,1,19,Rainy,0,High,500,8,558
2025-07-27,Sunday,3,13,Sunny,0,Low,400,8,125
2025-11-03,Monday,5,15,Rainy,0,Low,300,3,202
2025-03-10,Monday,1,12,Rainy,0,Low,500,7,335
2025-12-30,Tuesday,3,9,Rainy,0,High,400,6,437
2025-12-14,Sunday,3,9,Rainy,0,High,400,7,331
2025-05-31,Saturday,2,8,Sunny,0,High,450,8,337
2025-02-20,Thursday,2,7,Rainy,0,High,450,5,442
2025-04-26,Saturday,3,22,Rainy,0,Low,400,8,197
2025-03-03,Monday,1,19,Rainy,0,High,500,8,556
2025-02-26,Wednesday,3,16,Sunny,1,Medium,400,5,312
2025-03-31,Monday,4,18,Rainy,0,High,350,6,432
2025-07-08,Tuesday,2,16,Cloudy,0,Medium,450,6,460
2025-09-07,Sunday,4,11,Rainy,0,Low,350,6,146
2025-08-05,Tuesday,2,11,Cloudy,0,Low,450,5,241
2025-04-20,Sunday,3,20,Cloudy,0,Medium,400,6,167
2025-05-26,Monday,5,10,Rainy,0,Medium,300,4,178
2025-02-20,Thursday,1,20,Cloudy,0,Medium,500,8,330
2025-05-21,Wednesday,5,8,Sunny,0,High,300,3,307
2025-12-29,Monday,2,13,Sunny,0,Low,450,9,279
2025-08-28,Thursday,4,18,Cloudy,0,High,350,7,414
2025-10-24,Friday,2,5,Cloudy,0,Low,450,9,266
2025-06-22,Sunday,2,19,Sunny,0,High,450,9,376
2025-11-16,Sunday,3,12,Sunny,0,Low,400,8,162
2025-06-02,Monday,5,18,Sunny,0,High,300,6,359
2025-01-26,Sunday,1,22,Cloudy,0,Low,500,9,312
2025-03-28,Friday,4,22,Sunny,0,Low,350,7,177
2025-06-13,Friday,5,21,Sunny,0,Low,300,4,168
2025-11-12,Wednesday,4,14,Rainy,0,Low,350,4,226
2025-08-06,Wednesday,4,6,Cloudy,0,Medium,350,6,367
2025-07-13,Sunday,4,5,Rainy,0,Low,350,5,144
2025-05-11,Sunday,5,8,Sunny,0,High,300,5,257
2025-09-26,Friday,3,7,Cloudy,0,High,400,5,415
2025-03-28,Friday,1,13,Sunny,0,Low,500,7,304
2025-07-22,Tuesday,5,11,Sunny,0,Low,300,6,148
2025-08-03,Sunday,1,18,Rainy,0,High,500,9,453
2025-10-14,Tuesday,5,17,Rainy,0,High,300,6,432
2025-04-17,Thursday,5,13,Rainy,0,Low,300,5,187
2025-06-27,Friday,5,16,Cloudy,0,Medium,300,6,372
2025-04-17,Thursday,5,12,Cloudy,0,Low,300,6,127
2025-05-23,Friday,2,11,Cloudy,0,Low,450,5,280
2025-03-05,Wednesday,2,5,Sunny,0,Low,450,9,257
2025-03-29,Saturday,3,11,Cloudy,0,Low,400,8,157
2025-04-11,Friday,1,5,Cloudy,0,Low,500,9,312
2025-02-01,Saturday,5,19,Rainy,0,High,300,6,352
2025-06-05,Thursday,1,5,Sunny,0,Low,500,9,330
2025-11-29,Saturday,4,7,Rainy,0,High,350,5,331
2025-11-30,Sunday,4,12,Sunny,0,Low,350,7,78
2025-08-05,Tuesday,4,22,Cloudy,0,Low,350,7,354
2025-10-25,Saturday,1,9,Rainy,0,High,500,8,429
2025-07-01,Tuesday,1,22,Sunny,0,Low,500,10,318
2025-03-26,Wednesday,1,6,Cloudy,0,Medium,500,7,507
2025-09-11,Thursday,1,7,Rainy,0,High,500,6,522
2025-09-13,Saturday,5,17,Rainy,0,High,300,5,512
2025-11-04,Tuesday,5,14,Rainy,0,Low,300,6,207
2025-04-29,Tuesday,2,19,Cloudy,0,High,450,9,451
2025-09-03,Wednesday,1,12,Rainy,0,Low,500,8,366
2025-09-03,Wednesday,4,21,Cloudy,0,Low,350,7,167
2025-04-09,Wednesday,3,14,Rainy,1,Low,400,7,133
2025-11-24,Monday,3,13,Cloudy,0,Low,400,8,218
2025-10-02,Thursday,5,15,Cloudy,0,Low,300,5,160
2025-05-29,Thursday,1,20,Rainy,0,Medium,500,9,323
2025-08-09,Saturday,1,14,Rainy,0,Low,500,8,230
2025-08-02,Saturday,2,9,Cloudy,0,High,450,5,378
2025-09-26,Friday,4,14,Cloudy,0,Low,350,5,164
2025-04-11,Friday,2,21,Sunny,0,Low,450,5,224
2025-10-07,Tuesday,5,20,Sunny,0,Medium,300,6,167
2025-08-01,Friday,2,15,Sunny,0,Low,450,9,280
2025-12-10,Wednesday,1,7,Cloudy,0,High,500,8,456
2025-05-20,Tuesday,5,8,Rainy,0,High,300,4,399
2025-04-21,Monday,4,5,Rainy,0,Low,350,6,356
2025-07-05,Saturday,5,22,Sunny,0,Low,300,6,44
2025-09-21,Sunday,2,6,Rainy,0,Medium,450,5,372
2025-03-29,Saturday,4,18,Rainy,0,High,350,6,355
2025-07-22,Tuesday,1,12,Cloudy,0,Low,500,6,295
2025-12-11,Thursday,5,6,Sunny,0,Medium,300,3,336
2025-10-14,Tuesday,1,9,Cloudy,0,High,500,9,479
2025-05-18,Sunday,2,9,Sunny,0,High,450,5,363
2025-10-20,Monday,5,6,Cloudy,0,Medium,300,6,319
2025-04-24,Thursday,1,11,Rainy,0,Low,500,6,352
2025-09-18,Thursday,2,7,Sunny,0,High,450,9,451
2025-11-15,Saturday,5,8,Rainy,0,High,300,6,304
2025-10-23,Thursday,2,20,Rainy,0,Medium,450,7,287
2025-02-10,Monday,1,11,Sunny,0,Low,500,9,282
2025-01-10,Friday,5,15,Sunny,0,Low,300,3,122
2025-02-25,Tuesday,3,18,Sunny,0,High,400,7,455
2025-12-29,Monday,3,22,Cloudy,0,Low,400,6,245
2025-02-06,Thursday,1,9,Sunny,0,High,500,7,494
2025-10-20,Monday,1,13,Cloudy,0,Low,500,7,300
2025-04-03,Thursday,3,16,Cloudy,0,Medium,400,5,442
2025-06-26,Thursday,5,8,Sunny,0,High,300,6,349
2025-03-15,Saturday,3,13,Rainy,0,Low,400,8,154
2025-07-01,Tuesday,2,22,Cloudy,0,Low,450,8,247
2025-02-02,Sunday,3,9,Rainy,0,High,400,6,369
2025-07-07,Monday,1,18,Cloudy,0,High,500,9,491
2025-11-17,Monday,1,21,Cloudy,1,Low,500,8,175
2025-09-11,Thursday,4,21,Sunny,0,Low,350,7,158
2025-12-30,Tuesday,1,15,Sunny,0,Low,500,10,293
2025-04-24,Thursday,3,19,Cloudy,1,High,400,8,327
2025-11-08,Saturday,2,13,Cloudy,0,Low,450,8,188
2025-12-21,Sunday,2,19,Sunny,0,High,450,6,369
2025-07-14,Monday,3,20,Sunny,0,Medium,400,7,247
2025-02-27,Thursday,5,21,Sunny,0,Low,300,4,178
2025-01-17,Friday,2,18,Sunny,0,High,450,9,470
2025-03-29,Saturday,2,18,Cloudy,0,High,450,9,392
2025-10-30,Thursday,1,20,Rainy,0,Medium,500,6,358
2025-09-28,Sunday,2,21,Rainy,0,Low,450,9,183
2025-10-17,Friday,5,15,Rainy,0,Low,300,3,207
2025-06-29,Sunday,5,16,Cloudy,0,Medium,300,6,316
2025-08-25,Monday,3,19,Sunny,0,High,400,5,432
2025-09-10,Wednesday,5,5,Rainy,0,Low,300,5,168
2025-06-09,Monday,4,18,Rainy,0,High,350,7,464
2025-03-23,Sunday,2,14,Cloudy,0,Low,450,5,141
2025-03-04,Tuesday,1,20,Sunny,0,Medium,500,6,311
2025-11-12,Wednesday,2,10,Cloudy,1,Medium,450,5,159
2025-11-11,Tuesday,4,17,Rainy,0,High,350,4,533
2025-03-05,Wednesday,1,13,Cloudy,0,Low,500,9,311
2025-09-20,Saturday,3,15,Sunny,0,Low,400,8,166
2025-06-19,Thursday,4,7,Cloudy,0,High,350,4,349
2025-07-30,Wednesday,2,14,Cloudy,0,Low,450,9,227
2025-06-21,Saturday,1,6,Sunny,0,Medium,500,6,413
2025-06-22,Sunday,3,14,Cloudy,0,Low,400,8,146
2025-11-29,Saturday,3,12,Cloudy,0,Low,400,7,293
2025-08-01,Friday,2,15,Rainy,0,Low,450,7,304
2025-02-16,Sunday,3,15,Cloudy,0,Low,400,5,141
2025-08-24,Sunday,3,15,Rainy,0,Low,400,8,152
2025-10-11,Saturday,2,8,Sunny,0,High,450,7,320
2025-07-20,Sunday,5,11,Cloudy,1,Low,300,3,20
2025-02-04,Tuesday,1,22,Sunny,0,Low,500,9,328
2025-07-22,Tuesday,2,20,Sunny,0,Medium,450,6,233
2025-12-04,Thursday,5,10,Rainy,0,Medium,300,5,219
2025-12-11,Thursday,4,10,Rainy,1,Medium,350,7,108
2025-04-04,Friday,4,11,Cloudy,0,Low,350,4,204
2025-02-08,Saturday,2,10,Rainy,0,Medium,450,7,293
2025-04-07,Monday,2,7,Rainy,0,High,450,5,470
2025-05-18,Sunday,3,6,Sunny,0,Medium,400,7,345
2025-07-09,Wednesday,5,18,Cloudy,0,High,300,4,353
2025-05-22,Thursday,5,20,Sunny,0,Medium,300,6,155
2025-08-22,Friday,3,16,Cloudy,0,Medium,400,6,465
2025-01-11,Saturday,2,21,Sunny,0,Low,450,5,200
2025-07-09,Wednesday,5,20,Rainy,0,Medium,300,3,214
2025-03-23,Sunday,1,8,Cloudy,0,High,500,8,402
2025-10-02,Thursday,1,13,Cloudy,0,Low,500,6,295
2025-01-09,Thursday,1,7,Rainy,0,High,500,8,513
2025-05-23,Friday,1,21,Rainy,0,Low,500,8,323
2025-01-04,Saturday,5,5,Rainy,0,Low,300,3,100
2025-05-29,Thursday,3,10,Sunny,0,Medium,400,8,200
2025-06-18,Wednesday,2,9,Rainy,0,High,450,5,484
2025-06-20,Friday,3,16,Cloudy,1,Medium,400,5,310
2025-05-07,Wednesday,2,20,Sunny,0,Medium,450,8,238
2025-03-09,Sunday,2,10,Sunny,0,Medium,450,8,157
2025-03-14,Friday,4,11,Cloudy,0,Low,350,5,171
2025-12-20,Saturday,1,8,Sunny,0,High,500,10,425
2025-06-14,Saturday,5,19,Cloudy,0,High,300,4,269
2025-11-29,Saturday,4,15,Cloudy,0,Low,350,5,86
2025-09-12,Friday,3,5,Sunny,0,Low,400,5,220
2025-07-15,Tuesday,1,9,Rainy,0,High,500,7,550
2025-05-27,Tuesday,1,8,Sunny,0,High,500,10,509
2025-02-16,Sunday,4,21,Cloudy,0,Low,350,5,108
2025-05-20,Tuesday,5,13,Sunny,0,Low,300,4,121
2025-03-10,Monday,2,22,Sunny,0,Low,450,9,272
2025-06-19,Thursday,4,15,Cloudy,0,Low,350,7,194
2025-07-30,Wednesday,4,13,Sunny,0,Low,350,4,167
2025-01-18,Saturday,2,14,Sunny,0,Low,450,5,175
2025-06-08,Sunday,3,8,Rainy,0,High,400,8,388
2025-10-22,Wednesday,3,5,Rainy,0,Low,400,8,269
2025-04-25,Friday,1,11,Cloudy,0,Low,500,8,295
2025-05-14,Wednesday,4,7,Sunny,0,High,350,5,330
2025-11-08,Saturday,4,14,Cloudy,0,Low,350,7,77
2025-09-24,Wednesday,3,10,Cloudy,0,Medium,400,5,214
2025-06-29,Sunday,3,17,Rainy,0,High,400,8,424
2025-01-04,Saturday,5,9,Rainy,0,High,300,5,301
2025-04-02,Wednesday,2,7,Rainy,0,High,450,9,466
2025-01-28,Tuesday,1,7,Cloudy,0,High,500,9,465
2025-02-25,Tuesday,4,11,Cloudy,0,Low,350,5,202
2025-02-02,Sunday,3,12,Cloudy,0,Low,400,8,125
2025-06-27,Friday,5,11,Sunny,1,Low,300,5,27
2025-06-09,Monday,3,22,Rainy,0,Low,400,6,255
2025-03-12,Wednesday,1,17,Cloudy,0,High,500,9,519
2025-08-10,Sunday,3,8,Cloudy,0,High,400,6,338
2025-11-26,Wednesday,3,22,Cloudy,0,Low,400,8,211
2025-12-21,Sunday,2,21,Cloudy,0,Low,450,5,161
2025-10-26,Sunday,3,19,Rainy,0,High,400,8,382
2025-08-30,Saturday,5,5,Cloudy,0,Low,300,4,89
2025-05-30,Friday,3,6,Sunny,0,Medium,400,8,377
2025-01-11,Saturday,1,20,Cloudy,1,Medium,500,7,115
2025-12-02,Tuesday,1,15,Rainy,0,Low,500,7,365
2025-04-15,Tuesday,2,21,Sunny,0,Low,450,5,249
2025-12-08,Monday,4,15,Rainy,0,Low,350,7,230
2025-10-31,Friday,5,17,Sunny,0,High,300,6,341
2025-07-17,Thursday,2,13,Cloudy,0,Low,450,7,254
2025-05-20,Tuesday,1,10,Cloudy,0,Medium,500,9,328
2025-04-13,Sunday,2,14,Sunny,0,Low,450,6,148
2025-03-12,Wednesday,1,9,Cloudy,0,High,500,7,487
2025-02-20,Thursday,3,20,Cloudy,0,Medium,400,6,190
2025-01-18,Saturday,1,20,Sunny,0,Medium,500,7,238
2025-08-02,Saturday,2,17,Sunny,0,High,450,6,395
2025-03-20,Thursday,5,9,Rainy,0,High,300,4,343
2025-06-23,Monday,1,15,Sunny,0,Low,500,8,324
2025-04-30,Wednesday,5,7,Cloudy,0,High,300,3,338
2025-06-08,Sunday,5,7,Sunny,0,High,300,6,238
2025-07-20,Sunday,3,21,Cloudy,0,Low,400,8,114
2025-08-03,Sunday,1,12,Sunny,0,Low,500,6,236
2025-02-21,Friday,4,19,Sunny,0,High,350,4,395
2025-01-31,Friday,1,8,Cloudy,0,High,500,7,505
2025-01-19,Sunday,5,9,Sunny,0,High,300,3,220
2025-12-28,Sunday,2,19,Rainy,0,High,450,6,451
2025-06-24,Tuesday,2,5,Sunny,0,Low,450,5,263
2025-01-11,Saturday,5,13,Sunny,0,Low,300,4,91
2025-01-09,Thursday,5,21,Sunny,0,Low,300,5,137
2025-04-22,Tuesday,1,14,Cloudy,0,Low,500,10,273
2025-01-03,Friday,4,13,Sunny,0,Low,350,7,207
2025-04-20,Sunday,5,10,Rainy,0,Medium,300,4,106
2025-08-09,Saturday,2,15,Rainy,0,Low,450,8,222
2025-02-19,Wednesday,2,21,Cloudy,0,Low,450,6,264
2025-07-17,Thursday,3,10,Rainy,0,Medium,400,6,234
2025-02-20,Thursday,2,8,Rainy,0,High,450,6,493
2025-11-04,Tuesday,5,11,Sunny,0,Low,300,3,166
2025-09-03,Wednesday,5,10,Rainy,0,Medium,300,4,179
2025-09-02,Tuesday,2,13,Sunny,0,Low,450,8,240
2025-01-25,Saturday,2,8,Cloudy,0,High,450,7,351
2025-03-07,Friday,5,21,Sunny,0,Low,300,3,150
2025-06-30,Monday,2,17,Rainy,0,High,450,7,526
2025-06-15,Sunday,1,7,Sunny,0,High,500,8,378
2025-11-08,Saturday,1,7,Rainy,0,High,500,6,444
2025-03-16,Sunday,3,9,Sunny,0,High,400,5,304
2025-04-12,Saturday,5,12,Sunny,0,Low,300,5,93
2025-02-14,Friday,1,5,Rainy,0,Low,500,10,355
2025-06-09,Monday,4,22,Cloudy,0,Low,350,6,155
2025-03-29,Saturday,2,11,Sunny,0,Low,450,8,160
2025-03-07,Friday,2,7,Sunny,0,High,450,9,445
2025-01-26,Sunday,1,13,Rainy,0,Low,500,6,238
2025-06-27,Friday,3,19,Rainy,0,High,400,5,474
2025-02-28,Friday,1,21,Sunny,0,Low,500,8,325
2025-07-09,Wednesday,1,21,Cloudy,0,Low,500,10,291
2025-12-14,Sunday,4,7,Sunny,0,High,350,7,267
2025-02-09,Sunday,1,21,Cloudy,0,Low,500,8,248
2025-10-11,Saturday,2,19,Rainy,0,High,450,9,443
2025-12-28,Sunday,3,21,Cloudy,0,Low,400,6,158
2025-08-13,Wednesday,3,9,Sunny,0,High,400,6,420
2025-05-22,Thursday,2,9,Rainy,0,High,450,9,491
2025-12-26,Friday,4,13,Cloudy,0,Low,350,7,182
2025-10-08,Wednesday,2,9,Sunny,0,High,450,8,456
2025-03-18,Tuesday,5,21,Sunny,0,Low,300,4,131
2025-09-04,Thursday,5,6,Rainy,0,Medium,300,6,396
2025-03-29,Saturday,2,14,Cloudy,0,Low,450,8,159
2025-10-18,Saturday,1,20,Cloudy,0,Medium,500,6,360
2025-06-22,Sunday,4,17,Cloudy,0,High,350,6,311
2025-06-11,Wednesday,4,14,Sunny,0,Low,350,6,209
2025-04-04,Friday,5,21,Sunny,0,Low,300,6,122
2025-08-29,Friday,2,15,Sunny,0,Low,450,8,275
2025-06-15,Sunday,1,6,Rainy,0,Medium,500,9,453
2025-08-07,Thursday,1,8,Sunny,0,High,500,9,484
2025-09-21,Sunday,3,15,Sunny,0,Low,400,6,132
2025-07-18,Friday,1,16,Rainy,0,Medium,500,6,570
2025-12-13,Saturday,3,6,Cloudy,0,Medium,400,5,317
2025-05-03,Saturday,5,16,Rainy,0,Medium,300,5,304
2025-11-08,Saturday,1,9,Cloudy,0,High,500,6,410
2025-07-10,Thursday,3,11,Cloudy,0,Low,400,8,241
2025-12-12,Friday,1,6,Rainy,0,Medium,500,9,519
2025-09-17,Wednesday,4,12,Sunny,0,Low,350,5,159
2025-01-12,Sunday,3,17,Sunny,0,High,400,7,352
2025-08-30,Saturday,2,15,Rainy,0,Low,450,6,221
2025-12-13,Saturday,4,8,Cloudy,0,High,350,4,368
2025-12-06,Saturday,1,5,Sunny,0,Low,500,7,219
2025-09-03,Wednesday,3,22,Sunny,0,Low,400,8,210
2025-02-20,Thursday,3,11,Cloudy,0,Low,400,7,208
2025-05-07,Wednesday,3,19,Rainy,0,High,400,5,451
2025-04-23,Wednesday,3,18,Sunny,0,High,400,8,453
2025-05-29,Thursday,1,21,Sunny,0,Low,500,6,288
2025-05-23,Friday,3,16,Rainy,0,Medium,400,8,503
2025-05-17,Saturday,5,5,Rainy,0,Low,300,6,101
2025-01-31,Friday,4,11,Cloudy,0,Low,350,7,200
2025-04-22,Tuesday,4,19,Rainy,0,High,350,7,432
2025-03-07,Friday,5,22,Sunny,0,Low,300,5,166
2025-07-16,Wednesday,4,20,Cloudy,0,Medium,350,6,180
2025-12-05,Friday,5,16,Sunny,0,Medium,300,3,341
2025-09-16,Tuesday,1,21,Sunny,0,Low,500,8,324
2025-01-29,Wednesday,2,13,Sunny,0,Low,450,9,261
2025-10-29,Wednesday,1,6,Cloudy,0,Medium,500,7,454
2025-04-11,Friday,5,12,Cloudy,0,Low,300,6,132
2025-09-13,Saturday,4,5,Cloudy,1,Low,350,6,20
2025-09-03,Wednesday,1,17,Rainy,1,High,500,6,443
2025-11-16,Sunday,2,10,Sunny,0,Medium,450,5,156
2025-04-16,Wednesday,1,7,Rainy,0,High,500,8,547
2025-06-11,Wednesday,4,17,Rainy,0,High,350,7,447
2025-06-07,Saturday,3,18,Cloudy,0,High,400,7,340
2025-03-05,Wednesday,3,9,Sunny,0,High,400,7,386
2025-07-26,Saturday,4,20,Rainy,0,Medium,350,6,113
2025-06-20,Friday,1,6,Rainy,0,Medium,500,9,549
2025-12-20,Saturday,4,14,Rainy,0,Low,350,5,154
2025-03-13,Thursday,1,10,Cloudy,1,Medium,500,7,177
2025-04-30,Wednesday,5,10,Sunny,0,Medium,300,4,174
2025-08-27,Wednesday,2,6,Rainy,0,Medium,450,6,476
2025-12-31,Wednesday,4,14,Cloudy,0,Low,350,5,199
2025-04-19,Saturday,3,7,Rainy,0,High,400,6,334
2025-02-09,Sunday,5,20,Rainy,0,Medium,300,3,277
2025-09-14,Sunday,1,16,Cloudy,0,Medium,500,9,546
2025-09-01,Monday,5,17,Cloudy,0,High,300,6,399
2025-10-08,Wednesday,2,13,Cloudy,0,Low,450,9,379
2025-02-11,Tuesday,1,19,Sunny,0,High,500,8,501
2025-08-15,Friday,5,16,Sunny,0,Medium,300,5,376
2025-10-25,Saturday,1,17,Rainy,0,High,500,10,578
2025-06-19,Thursday,3,6,Cloudy,0,Medium,400,6,420
2025-06-01,Sunday,5,9,Sunny,0,High,300,5,276
2025-02-11,Tuesday,5,8,Cloudy,1,High,300,4,229
2025-04-24,Thursday,2,6,Rainy,0,Medium,450,7,456
2025-11-05,Wednesday,4,12,Rainy,0,Low,350,4,196
2025-03-10,Monday,5,19,Rainy,0,High,300,5,415
2025-03-14,Friday,1,20,Rainy,0,Medium,500,10,321
2025-11-07,Friday,4,12,Sunny,0,Low,350,6,153
2025-09-07,Sunday,1,18,Cloudy,1,High,500,8,317
2025-12-18,Thursday,5,7,Cloudy,0,High,300,6,345
2025-04-07,Monday,5,10,Rainy,0,Medium,300,6,178
2025-07-15,Tuesday,1,9,Cloudy,0,High,500,9,478
2025-03-05,Wednesday,5,19,Cloudy,0,High,300,3,398
2025-07-09,Wednesday,1,21,Sunny,0,Low,500,8,317
2025-03-29,Saturday,5,8,Rainy,0,High,300,4,269
2025-04-25,Friday,2,5,Rainy,0,Low,450,8,296
2025-11-04,Tuesday,3,7,Rainy,0,High,400,7,451
2025-06-14,Saturday,4,18,Rainy,0,High,350,5,352
2025-09-25,Thursday,2,8,Sunny,0,High,450,9,421
2025-11-08,Saturday,4,7,Rainy,1,High,350,4,220
2025-01-29,Wednesday,1,11,Cloudy,0,Low,500,8,299
2025-06-20,Friday,1,12,Rainy,0,Low,500,6,344
2025-04-06,Sunday,2,21,Sunny,0,Low,450,7,187
2025-08-27,Wednesday,1,12,Cloudy,0,Low,500,9,296
2025-01-15,Wednesday,1,14,Cloudy,0,Low,500,10,306
2025-05-14,Wednesday,3,13,Cloudy,0,Low,400,5,227
2025-10-04,Saturday,4,20,Rainy,0,Medium,350,4,169
2025-06-11,Wednesday,5,19,Cloudy,0,High,300,6,389
2025-04-02,Wednesday,3,14,Rainy,0,Low,400,8,285
2025-10-30,Thursday,5,15,Sunny,0,Low,300,3,177
2025-12-14,Sunday,5,15,Rainy,0,Low,300,3,140
2025-08-03,Sunday,3,10,Sunny,0,Medium,400,5,119
2025-01-07,Tuesday,3,20,Cloudy,0,Medium,400,7,219
2025-06-27,Friday,3,19,Rainy,0,High,400,5,462
2025-12-20,Saturday,1,7,Rainy,0,High,500,8,453
2025-02-04,Tuesday,4,14,Sunny,0,Low,350,7,156
2025-06-11,Wednesday,2,17,Cloudy,0,High,450,6,470
2025-07-20,Sunday,1,12,Cloudy,0,Low,500,7,199
2025-07-15,Tuesday,5,15,Sunny,0,Low,300,5,128
2025-08-25,Monday,5,7,Rainy,0,High,300,4,377
2025-07-04,Friday,2,18,Sunny,0,High,450,7,445
2025-10-10,Friday,5,17,Sunny,0,High,300,6,363
2025-01-11,Saturday,1,9,Cloudy,0,High,500,9,401
2025-06-28,Saturday,4,11,Sunny,1,Low,350,7,21
2025-11-24,Monday,3,11,Rainy,0,Low,400,6,272
2025-11-19,Wednesday,3,5,Cloudy,0,Low,400,6,334
2025-04-07,Monday,1,10,Rainy,0,Medium,500,10,332
2025-01-20,Monday,1,12,Cloudy,0,Low,500,10,308
2025-04-25,Friday,5,10,Sunny,0,Medium,300,4,176
2025-08-22,Friday,1,9,Sunny,0,High,500,8,496
2025-05-25,Sunday,4,6,Sunny,0,Medium,350,5,261
2025-11-23,Sunday,4,19,Cloudy,0,High,350,4,344
2025-04-01,Tuesday,4,15,Rainy,0,Low,350,5,205
2025-10-21,Tuesday,2,17,Rainy,0,High,450,6,532
2025-01-01,Wednesday,4,13,Rainy,0,Low,350,5,207
2025-07-05,Saturday,4,8,Cloudy,0,High,350,7,276
2025-12-22,Monday,4,8,Cloudy,0,High,350,7,356
2025-07-06,Sunday,3,7,Rainy,0,High,400,8,336
2025-12-08,Monday,2,5,Cloudy,0,Low,450,5,230
